"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",2,,
"GBR","United Kingdom","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",2,,
"GBR","United Kingdom","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",2,,
"USA","United States","CWB1A","Children (0-17) living with two parents (%)","2014","2014",68.7,,
"USA","United States","CWB1A","Children (0-17) living with two parents (%)","2015","2015",69.2,,
"USA","United States","CWB1A","Children (0-17) living with two parents (%)","2016","2016",68.7,,
"USA","United States","CWB1A","Children (0-17) living with two parents (%)","2017","2017",68.9,,
"USA","United States","CWB1A","Children (0-17) living with two parents (%)","2018","2018",69.1,,
"USA","United States","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",27.5,,
"USA","United States","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",26.8,,
"USA","United States","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",27.4,,
"USA","United States","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",27.1,,
"USA","United States","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",26.6,,
"USA","United States","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",3.8,,
"USA","United States","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",3.9,,
"USA","United States","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",3.8,,
"USA","United States","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",4,,
"USA","United States","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",4.3,,
"USA","United States","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",65.3,,
"USA","United States","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",64.1,,
"USA","United States","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",65,,
"USA","United States","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",65.8,,
"USA","United States","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",65.8,,
"USA","United States","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",25.7,,
"USA","United States","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",26.7,,
"USA","United States","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",25.9,,
"USA","United States","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",25.7,,
"USA","United States","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",26.4,,
"USA","United States","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",9,,
"USA","United States","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",9.2,,
"USA","United States","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",9.1,,
"USA","United States","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",8.5,,
"USA","United States","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",7.8,,
"USA","United States","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",96,,
"USA","United States","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",29.1,,
"USA","United States","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",6.6,,
"USA","United States","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",61.8,,
"USA","United States","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",66.8,,
"USA","United States","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",66.6,,
"USA","United States","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",65.6,,
"USA","United States","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",66.1,,
"USA","United States","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",90.7,,
"USA","United States","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",94.3,,
"USA","United States","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",76,,
"USA","United States","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",74.2,,
"USA","United States","CWB35A","Reading performance at age 15 (PISA)","2015","2015",496.9,,
"USA","United States","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",469.6,,
"USA","United States","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",71.7,,
"USA","United States","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",35.9,,
"USA","United States","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",11.8,,
"USA","United States","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",0,,
"USA","United States","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",0,,
"USA","United States","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",0,,
"USA","United States","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",0,,
"USA","United States","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",0,,
"USA","United States","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0,,
"USA","United States","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0,,
"USA","United States","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0,,
"USA","United States","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0,,
"USA","United States","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",0,,
"BRA","Brazil","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",93.5,,
"BRA","Brazil","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",33.7,,
"BRA","Brazil","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",16.4,,
"BRA","Brazil","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",35.4,,
"BRA","Brazil","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",91.2,,
"BRA","Brazil","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",95.1,,
"BRA","Brazil","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",46.2,,
"BRA","Brazil","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",76.1,,
"BRA","Brazil","CWB35A","Reading performance at age 15 (PISA)","2015","2015",407.3,,
"BRA","Brazil","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",377.1,,
"BRA","Brazil","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",64.4,,
"BRA","Brazil","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",69.8,,
"BRA","Brazil","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",79.8,,
"BRA","Brazil","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",44.6,,
"BRA","Brazil","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",11.8,,
"BGR","Bulgaria","CWB1A","Children (0-17) living with two parents (%)","2014","2014",80.7,,
"BGR","Bulgaria","CWB1A","Children (0-17) living with two parents (%)","2015","2015",81.4,,
"BGR","Bulgaria","CWB1A","Children (0-17) living with two parents (%)","2016","2016",81.9,,
"BGR","Bulgaria","CWB1A","Children (0-17) living with two parents (%)","2017","2017",82.3,,
"BGR","Bulgaria","CWB1A","Children (0-17) living with two parents (%)","2018","2018",82.6,,
"BGR","Bulgaria","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",16.6,,
"BGR","Bulgaria","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",16.5,,
"BGR","Bulgaria","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",16.1,,
"BGR","Bulgaria","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",15.7,,
"BGR","Bulgaria","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",15.2,,
"BGR","Bulgaria","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",2.8,,
"BGR","Bulgaria","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",2.1,,
"BGR","Bulgaria","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",1.9,,
"BGR","Bulgaria","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",2,,
"BGR","Bulgaria","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",2.1,,
"BGR","Bulgaria","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",44.4,,
"BGR","Bulgaria","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",46.2,,
"BGR","Bulgaria","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",47.6,,
"BGR","Bulgaria","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",49.3,,
"BGR","Bulgaria","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",48.1,,
"BGR","Bulgaria","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",39.8,,
"BGR","Bulgaria","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",36.7,,
"BGR","Bulgaria","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",38,,
"BGR","Bulgaria","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",40,,
"BGR","Bulgaria","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",40.9,,
"BGR","Bulgaria","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",15.8,,
"BGR","Bulgaria","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",17.1,,
"BGR","Bulgaria","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",14.3,,
"BGR","Bulgaria","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",10.7,,
"BGR","Bulgaria","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",11,,
"BGR","Bulgaria","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.2,,
"BGR","Bulgaria","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",63.3,,
